CustomerID,Age,Gender,MaritalStatus,IncomeLevel,transaction_count,total_spent,avg_spent,median_spent,max_spent,min_spent,spend_std,unique_product_categories,weekend_transaction_rate,days_since_last_transaction,transaction_history_days,transactions_per_active_day,tx_category_count_Books,tx_category_count_Clothing,tx_category_count_Electronics,tx_category_count_Furniture,tx_category_count_Groceries,service_interaction_count,unresolved_interaction_count,complaint_count,unresolved_rate,days_since_last_service_interaction,service_history_days,service_type_count_Complaint,service_type_count_Feedback,service_type_count_Inquiry,service_resolution_count_Resolved,service_resolution_count_Unresolved,LoginFrequency,ServiceUsage,days_since_last_login,ChurnStatus,avg_spend_per_login,service_interactions_per_transaction,complaints_per_transaction,low_login_frequency_flag
261,27,M,Married,Low,1,489.07,489.07,489.07,489.07,489.07,0.0,1,0.0,214,0,1.0,0,1,0,0,0,1.0,1.0,1.0,1.0,214.0,0.0,1.0,0.0,0.0,0.0,1.0,49,Online Banking,216,1,9.981020408163266,1.0,1.0,0
262,59,F,Divorced,High,9,2940.59,326.7322222222222,373.09,474.7,38.6,158.4444418225027,5,0.3333333333333333,26,320,0.028037383177570093,2,2,1,2,2,2.0,2.0,0.0,1.0,256.0,46.0,0.0,2.0,0.0,0.0,2.0,30,Website,330,1,98.01966666666667,0.2222222222222222,0.0,0
263,41,M,Single,Low,1,13.04,13.04,13.04,13.04,13.04,0.0,1,0.0,51,0,1.0,0,0,0,0,1,2.0,0.0,1.0,0.0,176.0,48.0,1.0,1.0,0.0,2.0,0.0,2,Website,3,0,6.52,2.0,1.0,1
264,21,F,Widowed,High,2,525.02,262.51,262.51,317.21,207.81,77.35748186180828,2,0.5,161,88,0.02247191011235955,1,0,1,0,0,1.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,44,Online Banking,298,0,11.932272727272727,0.5,0.0,0
265,64,M,Widowed,Low,5,1511.8700000000001,302.374,294.83,493.46,95.34,154.94840312181344,4,0.8,125,190,0.02617801047120419,1,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Online Banking,269,0,35.15976744186047,0.0,0.0,0
266,44,M,Married,High,1,459.39,459.39,459.39,459.39,459.39,0.0,1,0.0,254,0,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,37,Online Banking,358,0,12.415945945945946,1.0,0.0,0
267,68,F,Single,Medium,3,461.36,153.78666666666666,208.45,218.75,34.16,103.72765799599128,3,0.3333333333333333,38,234,0.01276595744680851,1,1,1,0,0,1.0,1.0,0.0,1.0,87.0,0.0,0.0,0.0,1.0,0.0,1.0,19,Online Banking,37,0,24.282105263157895,0.3333333333333333,0.0,0
268,62,M,Divorced,Medium,5,1096.16,219.23200000000003,214.39,298.18,164.96,57.027024032470784,3,0.4,48,282,0.0176678445229682,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Mobile App,12,0,42.160000000000004,0.0,0.0,0
269,21,F,Widowed,Medium,9,2123.87,235.98555555555555,196.16,495.06,20.92,158.58903336226555,4,0.4444444444444444,19,261,0.03435114503816794,3,1,3,2,0,2.0,1.0,0.0,0.5,225.0,130.0,0.0,2.0,0.0,1.0,1.0,1,Mobile App,198,0,2123.87,0.2222222222222222,0.0,1
270,49,M,Single,High,3,734.74,244.91333333333333,199.25,477.21,58.28,213.16529087385058,2,0.3333333333333333,37,288,0.010380622837370242,1,0,0,2,0,1.0,1.0,0.0,1.0,289.0,0.0,0.0,0.0,1.0,0.0,1.0,42,Mobile App,263,0,17.493809523809524,0.3333333333333333,0.0,0
271,27,M,Widowed,Medium,3,865.97,288.6566666666667,305.18,357.78,203.01,78.69690993510059,3,0.6666666666666666,6,326,0.009174311926605505,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Online Banking,64,1,30.927500000000002,0.0,0.0,0
272,28,F,Divorced,Low,8,1170.04,146.255,111.025,377.43,7.11,140.67855507198976,4,0.25,103,245,0.032520325203252036,4,1,1,0,2,2.0,2.0,0.0,1.0,12.0,110.0,0.0,1.0,1.0,0.0,2.0,26,Online Banking,168,1,45.00153846153846,0.25,0.0,0
273,45,F,Single,High,7,1562.83,223.26142857142855,267.26,389.51,24.61,143.35835023099415,3,0.2857142857142857,28,226,0.030837004405286344,2,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Mobile App,123,0,39.07075,0.0,0.0,0
274,63,F,Widowed,Low,4,1117.33,279.3325,291.21500000000003,331.14,203.76,57.0628877496866,4,0.75,132,225,0.017699115044247787,1,1,1,1,0,1.0,1.0,0.0,1.0,205.0,0.0,0.0,1.0,0.0,0.0,1.0,35,Online Banking,341,0,31.923714285714283,0.25,0.0,0
275,25,F,Divorced,Low,3,605.79,201.92999999999998,197.17,324.5,84.12,120.26067229148522,2,0.6666666666666666,208,155,0.019230769230769232,0,1,0,0,2,2.0,1.0,0.0,0.5,214.0,13.0,0.0,1.0,1.0,1.0,1.0,3,Website,199,0,201.92999999999998,0.6666666666666666,0.0,1
276,57,F,Single,Low,7,2069.7,295.6714285714285,301.46,499.86,66.59,165.3306539865461,4,0.2857142857142857,92,201,0.034653465346534656,3,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Online Banking,212,1,79.60384615384615,0.0,0.0,0
277,39,F,Single,High,6,1217.78,202.96333333333334,224.805,335.68,78.86,104.4690343913768,4,0.16666666666666666,55,286,0.020905923344947737,0,1,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Mobile App,178,0,36.90242424242424,0.0,0.0,0
278,51,F,Married,Low,5,1423.1,284.62,259.55,489.08,147.82,127.81615214831027,4,0.0,130,179,0.027777777777777776,2,1,0,1,1,1.0,1.0,0.0,1.0,146.0,0.0,0.0,1.0,0.0,0.0,1.0,22,Online Banking,312,0,64.68636363636364,0.2,0.0,0
279,62,M,Divorced,Medium,4,1209.94,302.485,335.645,469.02,69.63,190.16950938570568,3,0.0,192,159,0.025,1,2,0,1,0,1.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,1.0,1.0,0.0,6,Mobile App,263,0,201.65666666666667,0.25,0.0,1
280,52,F,Single,High,4,836.33,209.0825,229.465,326.61,50.79,118.1805904467114,3,0.5,45,191,0.020833333333333332,2,0,1,1,0,2.0,1.0,1.0,0.5,202.0,62.0,1.0,0.0,1.0,1.0,1.0,42,Online Banking,42,0,19.91261904761905,0.5,0.25,0
281,52,M,Married,Medium,8,1563.95,195.49375,163.08499999999998,469.65,13.35,168.95773088789312,5,0.375,105,226,0.03524229074889868,1,1,1,3,2,1.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,1.0,1.0,0.0,34,Online Banking,16,0,45.99852941176471,0.125,0.0,0
282,42,M,Single,High,5,2016.68,403.336,403.47,468.2,333.6,47.86841787650809,4,0.4,27,230,0.021645021645021644,1,0,2,1,1,1.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,1.0,0.0,3,Online Banking,162,1,672.2266666666667,0.2,0.0,1
283,51,F,Widowed,Low,5,1362.8600000000001,272.572,295.52,411.04,70.86,125.49742296158911,2,0.4,21,229,0.021739130434782608,0,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Online Banking,102,1,80.16823529411765,0.0,0.0,0
284,23,M,Married,Medium,6,1683.1299999999999,280.52166666666665,304.15999999999997,435.09,35.03,146.86000128240048,4,0.3333333333333333,155,177,0.033707865168539325,0,1,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Mobile App,230,0,280.52166666666665,0.0,0.0,1
285,58,M,Single,High,5,1026.5900000000001,205.31800000000004,190.96,340.69,39.77,113.93694514949924,4,0.4,16,341,0.014619883040935672,1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Mobile App,122,0,24.44261904761905,0.0,0.0,0
286,54,F,Widowed,Low,2,512.1899999999999,256.09499999999997,256.09499999999997,401.9,110.29,206.19940846180913,2,0.0,24,274,0.007272727272727273,1,0,0,1,0,2.0,1.0,0.0,0.5,75.0,125.0,0.0,2.0,0.0,1.0,1.0,5,Website,272,1,102.43799999999999,1.0,0.0,1
287,18,M,Widowed,Low,2,615.0699999999999,307.53499999999997,307.53499999999997,443.38,171.69,192.11384138057306,2,0.0,17,12,0.15384615384615385,1,1,0,0,0,2.0,1.0,0.0,0.5,26.0,13.0,0.0,0.0,2.0,1.0,1.0,20,Website,204,0,30.753499999999995,1.0,0.0,0
288,29,F,Widowed,High,8,2217.85,277.23125,288.265,491.52,134.68,131.83830924252848,5,0.0,33,279,0.02857142857142857,1,3,2,1,1,2.0,2.0,1.0,1.0,43.0,23.0,1.0,0.0,1.0,0.0,2.0,1,Website,285,0,2217.85,0.25,0.125,1
289,52,M,Married,High,1,30.48,30.48,30.48,30.48,30.48,0.0,1,0.0,206,0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Mobile App,47,0,1.27,0.0,0.0,0
290,23,M,Widowed,High,1,403.33,403.33,403.33,403.33,403.33,0.0,1,1.0,6,0,1.0,0,0,1,0,0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,9,Mobile App,107,0,44.81444444444444,1.0,0.0,1
291,34,F,Divorced,High,6,1572.74,262.12333333333333,261.84,448.61,153.67,107.80937819441624,4,0.5,76,154,0.03870967741935484,1,2,0,2,1,2.0,2.0,1.0,1.0,134.0,23.0,1.0,1.0,0.0,0.0,2.0,15,Website,96,0,104.84933333333333,0.3333333333333333,0.16666666666666666,0
292,26,M,Single,Medium,8,2429.7,303.7125,341.025,469.78,86.01,146.46011136629852,5,0.0,11,321,0.024844720496894408,1,2,1,2,2,2.0,1.0,0.0,0.5,247.0,83.0,0.0,2.0,0.0,1.0,1.0,37,Website,25,0,65.66756756756756,0.25,0.0,0
293,19,M,Divorced,High,1,209.68,209.68,209.68,209.68,209.68,0.0,1,0.0,246,0,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Mobile App,339,0,11.648888888888889,0.0,0.0,0
294,35,F,Widowed,Low,6,1882.08,313.68,325.895,403.54,198.08,84.31219674519222,3,0.5,30,283,0.02112676056338028,2,0,0,3,1,1.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,1.0,0.0,22,Online Banking,287,0,85.5490909090909,0.16666666666666666,0.0,0
295,66,F,Widowed,Medium,3,960.99,320.33,334.91,409.74,216.34,97.52088135368754,2,0.3333333333333333,117,162,0.018404907975460124,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Website,297,0,87.36272727272727,0.0,0.0,0
296,53,M,Divorced,Low,1,261.24,261.24,261.24,261.24,261.24,0.0,1,0.0,207,0,1.0,0,0,0,1,0,1.0,1.0,0.0,1.0,278.0,0.0,0.0,0.0,1.0,0.0,1.0,38,Mobile App,30,0,6.874736842105263,1.0,0.0,0
297,45,M,Married,Low,8,1714.0900000000001,214.26125000000002,279.63,347.62,28.71,131.25078888878562,5,0.125,99,255,0.03125,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Mobile App,86,0,571.3633333333333,0.0,0.0,1
298,58,F,Widowed,High,6,1305.25,217.54166666666666,274.06,337.64,27.15,127.80401377369438,4,0.3333333333333333,156,159,0.0375,2,0,2,1,1,1.0,1.0,0.0,1.0,53.0,0.0,0.0,1.0,0.0,0.0,1.0,29,Website,130,0,45.008620689655174,0.16666666666666666,0.0,0
299,54,M,Widowed,Medium,1,9.8,9.8,9.8,9.8,9.8,0.0,1,0.0,40,0,1.0,0,0,0,0,1,2.0,1.0,0.0,0.5,210.0,149.0,0.0,0.0,2.0,1.0,1.0,46,Mobile App,57,0,0.21304347826086958,2.0,0.0,0
300,66,F,Divorced,High,4,926.5300000000001,231.63250000000002,235.44,299.04,156.61,58.538502642847526,3,0.25,148,132,0.03007518796992481,0,1,0,1,2,2.0,0.0,0.0,0.0,57.0,303.0,0.0,1.0,1.0,2.0,0.0,32,Website,77,0,28.954062500000003,0.5,0.0,0
301,43,F,Widowed,Low,6,1298.95,216.49166666666667,215.515,410.42,19.9,145.8502746540666,4,0.16666666666666666,19,244,0.024489795918367346,2,1,2,0,1,1.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,1.0,0.0,34,Online Banking,90,0,38.20441176470588,0.16666666666666666,0.0,0
302,21,M,Widowed,High,4,925.58,231.395,205.69,493.29,20.91,202.5243059486935,3,0.5,91,213,0.018691588785046728,1,1,0,2,0,2.0,0.0,0.0,0.0,92.0,71.0,0.0,1.0,1.0,2.0,0.0,8,Website,316,0,115.6975,0.5,0.0,1
303,57,F,Married,High,3,948.96,316.32,295.8,451.28,201.88,125.95988567794112,2,0.3333333333333333,237,124,0.024,0,1,2,0,0,1.0,0.0,1.0,0.0,129.0,0.0,1.0,0.0,0.0,1.0,0.0,34,Online Banking,225,0,27.910588235294117,0.3333333333333333,0.3333333333333333,0
304,53,F,Married,High,3,695.73,231.91,218.25,359.9,117.58,121.73615855611675,3,0.3333333333333333,105,67,0.04411764705882353,0,1,0,1,1,1.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,5,Online Banking,247,0,139.14600000000002,0.3333333333333333,0.0,1
305,68,M,Married,High,1,288.26,288.26,288.26,288.26,288.26,0.0,1,0.0,197,0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Mobile App,169,0,32.028888888888886,0.0,0.0,1
306,48,F,Married,High,9,2285.6,253.95555555555555,240.22,478.42,107.8,133.6416433144167,5,0.2222222222222222,25,336,0.026706231454005934,4,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Mobile App,242,0,134.4470588235294,0.0,0.0,0
307,47,M,Married,High,4,1416.68,354.17,358.24,433.17,267.03,86.09009660427462,3,0.25,12,258,0.015444015444015444,2,1,0,1,0,1.0,0.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,1.0,0.0,20,Mobile App,57,0,70.834,0.25,0.25,0
308,67,M,Widowed,Medium,7,1791.69,255.9557142857143,209.71,417.22,159.96,105.59909403922347,4,0.5714285714285714,13,302,0.0231023102310231,1,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Mobile App,69,0,42.659285714285716,0.0,0.0,0
309,51,M,Single,High,5,1400.5,280.1,267.46,435.88,76.42,143.6016288208459,3,0.4,62,263,0.01893939393939394,2,2,0,0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,27,Online Banking,259,0,51.870370370370374,0.2,0.0,0
310,36,F,Widowed,Medium,4,1058.14,264.535,243.595,359.66,211.29,68.52090508256101,3,0.0,17,226,0.01762114537444934,1,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Online Banking,179,0,211.62800000000001,0.0,0.0,1
311,35,M,Widowed,High,5,592.9,118.58,96.15,191.8,61.53,62.73789006652997,4,0.2,97,215,0.023148148148148147,1,1,0,2,1,2.0,0.0,2.0,0.0,206.0,89.0,2.0,0.0,0.0,2.0,0.0,46,Mobile App,177,1,12.889130434782608,0.4,0.4,0
312,47,M,Single,Medium,2,283.16,141.58,141.58,271.31,11.85,183.46592544666163,2,0.0,283,72,0.0273972602739726,0,1,0,1,0,2.0,2.0,0.0,1.0,283.0,31.0,0.0,1.0,1.0,0.0,2.0,29,Website,191,0,9.764137931034483,1.0,0.0,0
313,38,M,Divorced,Low,1,34.91,34.91,34.91,34.91,34.91,0.0,1,0.0,68,0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Online Banking,195,0,3.1736363636363634,0.0,0.0,0
314,20,M,Single,Medium,2,536.29,268.145,268.145,470.83,65.46,286.63987588959077,2,0.0,67,69,0.02857142857142857,1,0,0,0,1,1.0,1.0,0.0,1.0,149.0,0.0,0.0,0.0,1.0,0.0,1.0,26,Mobile App,285,0,20.62653846153846,0.5,0.0,0
315,23,F,Married,Medium,2,601.31,300.655,300.655,338.49,262.82,53.506770132386045,2,0.0,51,225,0.008849557522123894,0,1,0,1,0,1.0,1.0,1.0,1.0,347.0,0.0,1.0,0.0,0.0,0.0,1.0,23,Mobile App,83,1,26.143913043478257,0.5,0.5,0
316,55,F,Widowed,Low,8,649.71,81.21375,66.615,213.42,24.28,65.45319067580171,5,0.375,98,265,0.03007518796992481,1,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Mobile App,337,0,36.095,0.0,0.0,0
317,30,M,Married,High,3,467.83,155.94333333333333,154.28,172.92,140.63,16.209134256132664,3,0.0,172,182,0.01639344262295082,1,0,0,1,1,2.0,2.0,2.0,1.0,223.0,106.0,2.0,0.0,0.0,0.0,2.0,20,Website,212,0,23.3915,0.6666666666666666,0.6666666666666666,0
318,62,F,Single,High,8,2145.44,268.18,242.20499999999998,463.05,89.07,151.67258458365413,5,0.5,10,351,0.022727272727272728,1,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Website,111,0,48.76,0.0,0.0,0
319,20,F,Divorced,Medium,1,477.46,477.46,477.46,477.46,477.46,0.0,1,0.0,138,0,1.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Online Banking,294,0,22.736190476190476,0.0,0.0,0
320,65,F,Divorced,High,2,823.75,411.875,411.875,441.92,381.83,42.49004648149966,2,0.0,12,167,0.011904761904761904,0,0,1,0,1,2.0,1.0,1.0,0.5,305.0,46.0,1.0,1.0,0.0,1.0,1.0,26,Online Banking,323,0,31.682692307692307,1.0,0.5,0
321,45,M,Widowed,High,9,2007.24,223.02666666666667,241.94,400.15,27.56,130.68910130534985,4,0.1111111111111111,26,314,0.02857142857142857,0,1,3,3,2,2.0,1.0,1.0,0.5,33.0,208.0,1.0,1.0,0.0,1.0,1.0,32,Online Banking,62,0,62.72625,0.2222222222222222,0.1111111111111111,0
322,39,F,Single,Low,1,61.98,61.98,61.98,61.98,61.98,0.0,1,0.0,211,0,1.0,0,0,1,0,0,2.0,2.0,0.0,1.0,70.0,171.0,0.0,1.0,1.0,0.0,2.0,1,Online Banking,41,0,61.98,2.0,0.0,1
323,57,F,Married,High,4,839.3,209.825,208.89499999999998,395.95,25.56,193.82067803341656,3,0.5,20,332,0.012012012012012012,1,2,0,1,0,1.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,1.0,1.0,0.0,2,Website,296,1,419.65,0.25,0.0,1
324,57,F,Married,High,6,1369.7,228.28333333333333,147.19,429.99,78.05,157.38534196889705,4,0.16666666666666666,59,272,0.02197802197802198,2,1,1,0,2,2.0,2.0,2.0,1.0,128.0,5.0,2.0,0.0,0.0,0.0,2.0,4,Mobile App,311,0,342.425,0.3333333333333333,0.3333333333333333,1
325,29,F,Divorced,Medium,2,553.79,276.895,276.895,376.71,177.08,141.15972672827044,2,0.0,38,35,0.05555555555555555,0,1,0,1,0,2.0,2.0,2.0,1.0,37.0,33.0,2.0,0.0,0.0,0.0,2.0,41,Online Banking,92,0,13.507073170731706,1.0,1.0,0
326,40,F,Widowed,High,3,605.89,201.96333333333334,217.36,237.52,151.01,45.263539779090785,2,0.0,107,164,0.01818181818181818,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Website,280,0,60.589,0.0,0.0,0
327,48,M,Single,High,2,403.37,201.685,201.685,356.88,46.49,219.47887381249248,2,0.0,2,251,0.007936507936507936,0,1,0,0,1,2.0,1.0,1.0,0.5,0.0,90.0,1.0,0.0,1.0,1.0,1.0,28,Website,126,0,14.406071428571428,1.0,0.5,0
328,35,F,Married,Medium,5,848.26,169.652,127.76,346.34,6.69,130.24596604117917,3,0.0,33,294,0.01694915254237288,1,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Mobile App,258,0,17.31142857142857,0.0,0.0,0
329,24,F,Divorced,Medium,8,2361.19,295.14875,331.765,440.65,156.87,114.47643668177807,4,0.25,36,294,0.02711864406779661,2,1,0,2,3,1.0,1.0,0.0,1.0,190.0,0.0,0.0,1.0,0.0,0.0,1.0,37,Online Banking,140,0,63.81594594594595,0.125,0.0,0
330,25,M,Widowed,Medium,9,2582.54,286.94888888888886,272.78,477.01,143.78,110.63891623705969,5,0.1111111111111111,43,307,0.02922077922077922,2,1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Mobile App,104,0,151.91411764705882,0.0,0.0,0
331,36,M,Divorced,High,5,908.3199999999999,181.664,230.85,341.44,11.94,131.92066680395456,5,0.6,10,213,0.02336448598130841,1,1,1,1,1,2.0,1.0,1.0,0.5,38.0,202.0,1.0,1.0,0.0,1.0,1.0,30,Website,363,0,30.27733333333333,0.4,0.2,0
332,46,M,Widowed,High,5,1577.44,315.488,301.34,432.05,153.84,114.23947815882214,2,0.2,71,240,0.02074688796680498,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Website,25,0,262.9066666666667,0.0,0.0,1
333,61,M,Single,High,7,2439.39,348.4842857142857,452.16,477.35,31.47,171.14605905065832,4,0.14285714285714285,52,207,0.03365384615384615,1,1,4,0,1,2.0,1.0,1.0,0.5,12.0,90.0,1.0,0.0,1.0,1.0,1.0,11,Website,18,0,221.76272727272726,0.2857142857142857,0.14285714285714285,0
334,37,F,Divorced,High,6,1719.37,286.56166666666667,300.665,464.71,74.95,129.15397607765186,4,0.16666666666666666,39,259,0.023076923076923078,1,0,1,1,3,1.0,0.0,1.0,0.0,203.0,0.0,1.0,0.0,0.0,1.0,0.0,11,Online Banking,347,0,156.3063636363636,0.16666666666666666,0.16666666666666666,0
335,67,F,Married,High,2,756.52,378.26,378.26,386.88,369.64,12.190520907656085,2,0.0,24,141,0.014084507042253521,1,1,0,0,0,2.0,0.0,0.0,0.0,75.0,184.0,0.0,2.0,0.0,2.0,0.0,2,Mobile App,4,1,378.26,1.0,0.0,1
336,59,F,Widowed,High,1,135.94,135.94,135.94,135.94,135.94,0.0,1,0.0,11,0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Mobile App,340,0,6.797,0.0,0.0,0
337,47,F,Divorced,Medium,2,608.06,304.03,304.03,454.52,153.54,212.8249990015271,1,0.5,6,104,0.01904761904761905,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Website,127,0,17.884117647058822,0.0,0.0,0
338,64,F,Widowed,Medium,1,13.86,13.86,13.86,13.86,13.86,0.0,1,0.0,31,0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Mobile App,27,0,0.33804878048780485,0.0,0.0,0
339,39,M,Divorced,High,4,682.9399999999999,170.73499999999999,161.405,304.27,55.86,109.73793160677548,3,0.75,34,266,0.0149812734082397,1,0,1,0,2,1.0,0.0,0.0,0.0,291.0,0.0,0.0,1.0,0.0,1.0,0.0,1,Website,252,0,682.9399999999999,0.25,0.0,1
340,27,F,Divorced,Low,6,1147.08,191.17999999999998,201.655,337.59,27.95,113.96721774264738,4,0.3333333333333333,53,219,0.02727272727272727,1,0,2,2,1,1.0,1.0,1.0,1.0,323.0,0.0,1.0,0.0,0.0,0.0,1.0,48,Mobile App,101,0,23.897499999999997,0.16666666666666666,0.16666666666666666,0
341,43,M,Single,Medium,6,1022.86,170.47666666666666,155.24,465.07,9.87,165.19749933539146,4,0.6666666666666666,90,189,0.031578947368421054,2,0,1,1,2,1.0,0.0,0.0,0.0,218.0,0.0,0.0,1.0,0.0,1.0,0.0,27,Online Banking,179,0,37.8837037037037,0.16666666666666666,0.0,0
342,68,M,Married,High,7,2295.76,327.96571428571434,322.59,426.47,230.91,76.99439651843566,2,0.14285714285714285,37,304,0.022950819672131147,0,0,3,4,0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,26,Online Banking,90,1,88.29846153846155,0.14285714285714285,0.0,0
343,50,M,Divorced,Medium,3,924.63,308.21,286.27,406.87,231.49,89.72490624124386,3,0.6666666666666666,191,152,0.0196078431372549,0,1,1,0,1,2.0,0.0,0.0,0.0,3.0,85.0,0.0,1.0,1.0,2.0,0.0,26,Online Banking,158,0,35.56269230769231,0.6666666666666666,0.0,0
344,45,F,Single,Low,6,1466.6,244.4333333333333,238.68,424.22,47.56,157.90555894795685,3,0.16666666666666666,56,190,0.031413612565445025,2,2,0,0,2,2.0,1.0,1.0,0.5,266.0,83.0,1.0,1.0,0.0,1.0,1.0,8,Mobile App,187,0,183.325,0.3333333333333333,0.16666666666666666,1
345,27,F,Widowed,Medium,8,1980.5,247.5625,159.62,491.15,84.03,163.10670580503864,4,0.375,130,219,0.03636363636363636,2,2,2,2,0,1.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,1.0,1.0,0.0,29,Online Banking,114,0,68.29310344827586,0.125,0.0,0
346,46,M,Widowed,Medium,6,1641.62,273.6033333333333,263.075,494.8,35.63,186.40646090376444,3,0.0,32,263,0.022727272727272728,0,2,3,1,0,1.0,1.0,0.0,1.0,356.0,0.0,0.0,0.0,1.0,0.0,1.0,17,Online Banking,358,0,96.56588235294117,0.16666666666666666,0.0,0
347,61,M,Divorced,Medium,9,1974.45,219.38333333333333,213.9,441.99,44.91,155.29413688224034,5,0.1111111111111111,10,299,0.03,1,2,1,4,1,2.0,1.0,1.0,0.5,40.0,137.0,1.0,1.0,0.0,1.0,1.0,33,Mobile App,164,0,59.831818181818186,0.2222222222222222,0.1111111111111111,0
348,35,M,Married,Medium,2,704.7,352.35,352.35,470.02,234.68,166.4105098844421,2,0.0,220,85,0.023255813953488372,1,0,0,1,0,1.0,0.0,1.0,0.0,295.0,0.0,1.0,0.0,0.0,1.0,0.0,1,Online Banking,31,0,704.7,0.5,0.5,1
349,59,M,Widowed,High,6,1376.54,229.42333333333332,228.525,444.82,34.81,170.40047319965595,4,0.3333333333333333,103,251,0.023809523809523808,2,1,2,0,1,2.0,0.0,2.0,0.0,200.0,75.0,2.0,0.0,0.0,2.0,0.0,24,Mobile App,133,0,57.35583333333333,0.3333333333333333,0.3333333333333333,0
350,18,M,Divorced,Low,9,2702.27,300.2522222222222,284.36,454.98,23.21,155.21558384854416,5,0.5555555555555556,6,294,0.030508474576271188,3,1,2,2,1,1.0,1.0,1.0,1.0,204.0,0.0,1.0,0.0,0.0,0.0,1.0,25,Online Banking,252,0,108.0908,0.1111111111111111,0.1111111111111111,0
351,40,M,Widowed,High,2,588.68,294.34,294.34,460.95,127.73,235.62212162698137,2,0.0,134,78,0.02531645569620253,1,0,0,0,1,1.0,1.0,1.0,1.0,312.0,0.0,1.0,0.0,0.0,0.0,1.0,1,Mobile App,161,1,588.68,0.5,0.5,1
